,speaker,dialogue,sentences,sentiment,entities,tokens,num_pron,total_sent,speaker_prev,speaker_next,nearbyChars
342,Steve,"Right. It's a good way to flush a guy out of hiding. Set off a bomb, get your picture taken.","[{'content': u'Right.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}, {'content': u""It's a good way to flush a guy out of hiding."", 'begin': 7, 'score': 0.4, 'magnitude': 0.4}, {'content': u'Set off a bomb, get your picture taken.', 'begin': 53, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.3, 'magnitude': 0.9}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.7652406, 'name': u'way', 'mentions': [u'way']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.08369664, 'name': 'Bad Guy #2', 'mentions': [u'guy']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.068742394, 'name': u'hiding', 'mentions': [u'hiding']}, {'type': 'PERSON', 'meta': {}, 'salience': 0.043980706, 'name': u'picture', 'mentions': [u'picture']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.038339663, 'name': u'bomb', 'mentions': [u'bomb']}, {'mentions': [u'your'], 'type': 'PERSON', 'name': 'Sharon'}]","[{'index': 0, 'begin': 0, 'pos': u'X', 'label': u'ROOT', 'content': u'Right', 'lemma': u'Right'}, {'index': 0, 'begin': 5, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 3, 'begin': 7, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'It', 'lemma': u'It'}, {'index': 3, 'begin': 9, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 6, 'begin': 12, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 6, 'begin': 14, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'good', 'lemma': u'good'}, {'index': 3, 'begin': 19, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'way', 'lemma': u'way'}, {'index': 8, 'begin': 23, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 6, 'begin': 26, 'pos': u'VERB', 'label': u'VMOD', 'content': u'flush', 'lemma': u'flush'}, {'index': 10, 'begin': 32, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 8, 'begin': 34, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'guy', 'lemma': u'guy'}, {'index': 8, 'begin': 38, 'pos': u'ADP', 'label': u'PREP', 'content': u'out', 'lemma': u'out'}, {'index': 11, 'begin': 42, 'pos': u'ADP', 'label': u'PCOMP', 'content': u'of', 'lemma': u'of'}, {'index': 12, 'begin': 45, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'hiding', 'lemma': u'hiding'}, {'index': 3, 'begin': 51, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 15, 'begin': 53, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Set', 'lemma': u'Set'}, {'index': 15, 'begin': 57, 'pos': u'PRT', 'label': u'PRT', 'content': u'off', 'lemma': u'off'}, {'index': 18, 'begin': 61, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 15, 'begin': 63, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'bomb', 'lemma': u'bomb'}, {'index': 15, 'begin': 67, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 15, 'begin': 69, 'pos': u'VERB', 'label': u'DEP', 'content': u'get', 'lemma': u'get'}, {'index': 22, 'begin': 73, 'pos': u'PRON', 'label': u'POSS', 'content': u'your', 'lemma': u'your', 'char': ['Sharon']}, {'index': 23, 'begin': 78, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'picture', 'lemma': u'picture'}, {'index': 20, 'begin': 86, 'pos': u'VERB', 'label': u'DEP', 'content': u'taken', 'lemma': u'take'}, {'index': 15, 'begin': 91, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.27,Sharon,Sharon,"['MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo' 'Steve' 'Sharon' 'Steve' 'Sam'
 'Steve' 'Sharon' 'Steve' 'Sharon' 'Steve' 'Delivery Man' 'Man'
 'Delivery Man' 'Man' 'Delivery' 'Bucky' 'Zemo' 'Sharon']"
343,Sharon,It got 7 million people looking for the Winter soldier.,"[{'content': u'It got 7 million people looking for the Winter soldier.', 'begin': 0, 'score': 0.4, 'magnitude': 0.4}]","{'score': 0.4, 'magnitude': 0.4}","[{'type': u'PERSON', 'meta': {}, 'salience': 0.6010625, 'name': u'people', 'mentions': [u'people']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.3989375, 'name': 'Bucky Barnes/The Winter Soldier', 'mentions': [u'Winter soldier']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'It', 'lemma': u'It'}, {'index': 1, 'begin': 3, 'pos': u'VERB', 'label': u'ROOT', 'content': u'got', 'lemma': u'get'}, {'index': 3, 'begin': 7, 'pos': u'NUM', 'label': u'NUMBER', 'content': u'7', 'lemma': u'7'}, {'index': 4, 'begin': 9, 'pos': u'NUM', 'label': u'NUM', 'content': u'million', 'lemma': u'million'}, {'index': 1, 'begin': 17, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'people', 'lemma': u'person'}, {'index': 4, 'begin': 24, 'pos': u'VERB', 'label': u'VMOD', 'content': u'looking', 'lemma': u'look'}, {'index': 5, 'begin': 32, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 9, 'begin': 36, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 9, 'begin': 40, 'pos': u'NOUN', 'label': u'NN', 'content': u'Winter', 'lemma': u'Winter'}, {'index': 6, 'begin': 47, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'soldier', 'lemma': u'soldier'}, {'index': 1, 'begin': 54, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,0.16,Steve,Steve,"['STATUS' 'MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo' 'Steve' 'Sharon' 'Steve'
 'Sam' 'Steve' 'Sharon' 'Steve' 'Sharon' 'Steve' 'Delivery Man' 'Man'
 'Delivery Man' 'Man' 'Delivery' 'Bucky' 'Zemo']"
344,Steve,You're saying someone framed him to find him.,"[{'content': u""You're saying someone framed him to find him."", 'begin': 0, 'score': -0.5, 'magnitude': 0.5}]","{'score': -0.5, 'magnitude': 0.5}","[{'type': u'PERSON', 'meta': {}, 'salience': 1, 'name': u'someone', 'mentions': [u'someone']}, {'mentions': [u'You'], 'type': 'PERSON', 'name': 'Sharon'}, {'mentions': [u'him', u'him'], 'type': 'PERSON', 'name': 'Zemo'}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['Sharon']}, {'index': 2, 'begin': 3, 'pos': u'VERB', 'label': u'AUX', 'content': u""'re"", 'lemma': u'be'}, {'index': 2, 'begin': 7, 'pos': u'VERB', 'label': u'ROOT', 'content': u'saying', 'lemma': u'say'}, {'index': 4, 'begin': 14, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'someone', 'lemma': u'someone'}, {'index': 2, 'begin': 22, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'framed', 'lemma': u'frame'}, {'index': 4, 'begin': 29, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him', 'char': ['Zemo']}, {'index': 7, 'begin': 33, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 4, 'begin': 36, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'find', 'lemma': u'find'}, {'index': 7, 'begin': 41, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him', 'char': ['Zemo']}, {'index': 2, 'begin': 44, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",3,-0.25,Sharon,Sam,"['Zemo' 'STATUS' 'MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo' 'Steve' 'Sharon'
 'Steve' 'Sam' 'Steve' 'Sharon' 'Steve' 'Sharon' 'Steve' 'Delivery Man'
 'Man' 'Delivery Man' 'Man' 'Delivery' 'Bucky']"
345,Sam,"Steve, we looked for the guy for 2 years and found nothing.","[{'content': u'Steve, we looked for the guy for 2 years and found nothing.', 'begin': 0, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.4, 'magnitude': 0.4}","[{'type': u'PERSON', 'meta': {u'mid': u'/m/05d8ynq'}, 'salience': 0.53874207, 'name': u'Steve', 'mentions': [u'Steve']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.28206336, 'name': 'Bad Guy #2', 'mentions': [u'guy']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.17919457, 'name': u'nothing', 'mentions': [u'nothing']}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Delivery Man'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Zemo'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Sam'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Man'}]","[{'index': 3, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Steve', 'lemma': u'Steve'}, {'index': 3, 'begin': 5, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 3, 'begin': 7, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we', 'char': ['Sam', 'Zemo', 'Delivery Man', 'Man']}, {'index': 3, 'begin': 10, 'pos': u'VERB', 'label': u'ROOT', 'content': u'looked', 'lemma': u'look'}, {'index': 3, 'begin': 17, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 6, 'begin': 21, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 4, 'begin': 25, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'guy', 'lemma': u'guy'}, {'index': 3, 'begin': 29, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 9, 'begin': 33, 'pos': u'NUM', 'label': u'NUM', 'content': u'2', 'lemma': u'2'}, {'index': 7, 'begin': 35, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'years', 'lemma': u'year'}, {'index': 3, 'begin': 41, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 3, 'begin': 45, 'pos': u'VERB', 'label': u'CONJ', 'content': u'found', 'lemma': u'find'}, {'index': 11, 'begin': 51, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'nothing', 'lemma': u'nothing'}, {'index': 3, 'begin': 58, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,-0.16,Steve,Steve,"['Man' 'Zemo' 'STATUS' 'MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo' 'Steve'
 'Sharon' 'Steve' 'Sam' 'Steve' 'Sharon' 'Steve' 'Sharon' 'Steve'
 'Delivery Man' 'Man' 'Delivery Man' 'Man' 'Delivery']"
346,Steve,He didn't bomb the UN. That turns a lot of heads.,"[{'content': u""He didn't bomb the UN."", 'begin': 0, 'score': -0.2, 'magnitude': 0.2}, {'content': u'That turns a lot of heads.', 'begin': 23, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.4}","[{'type': u'ORGANIZATION', 'meta': {u'mid': u'/m/07t65', u'wikipedia_url': u'http://en.wikipedia.org/wiki/United_Nations'}, 'salience': 0.5447289, 'name': u'UN', 'mentions': [u'UN']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.29352775, 'name': u'heads', 'mentions': [u'heads']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.16174336, 'name': u'lot', 'mentions': [u'lot']}, {'mentions': [u'He'], 'type': 'PERSON', 'name': 'Tony'}]","[{'index': 3, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'He', 'lemma': u'He', 'char': ['Tony']}, {'index': 3, 'begin': 3, 'pos': u'VERB', 'label': u'AUX', 'content': u'did', 'lemma': u'do'}, {'index': 3, 'begin': 6, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 3, 'begin': 10, 'pos': u'VERB', 'label': u'ROOT', 'content': u'bomb', 'lemma': u'bomb'}, {'index': 5, 'begin': 15, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 3, 'begin': 19, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'UN', 'lemma': u'UN'}, {'index': 3, 'begin': 21, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 8, 'begin': 23, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'That', 'lemma': u'That'}, {'index': 8, 'begin': 28, 'pos': u'VERB', 'label': u'ROOT', 'content': u'turns', 'lemma': u'turn'}, {'index': 10, 'begin': 34, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 8, 'begin': 36, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'lot', 'lemma': u'lot'}, {'index': 10, 'begin': 40, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 11, 'begin': 43, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'heads', 'lemma': u'head'}, {'index': 8, 'begin': 48, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,-0.08,Sam,Sharon,"['Everett Ross' 'Man' 'Zemo' 'STATUS' 'MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo'
 'Steve' 'Sharon' 'Steve' 'Sam' 'Steve' 'Sharon' 'Steve' 'Sharon' 'Steve'
 'Delivery Man' 'Man' 'Delivery Man' 'Man']"
347,Sharon,So? That doesn't guarantee that whoever framed him would get him a guarantees that we would.,"[{'content': u'So?', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}, {'content': u""That doesn't guarantee that whoever framed him would get him a guarantees that we would."", 'begin': 4, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.3, 'magnitude': 0.7}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'guarantees', 'mentions': [u'guarantees']}, {'mentions': [u'him', u'him'], 'type': 'PERSON', 'name': 'Tony'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Steve'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Sharon'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Zemo'}]","[{'index': 0, 'begin': 0, 'pos': u'ADV', 'label': u'ROOT', 'content': u'So', 'lemma': u'So'}, {'index': 0, 'begin': 2, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}, {'index': 5, 'begin': 4, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'That', 'lemma': u'That'}, {'index': 5, 'begin': 9, 'pos': u'VERB', 'label': u'AUX', 'content': u'does', 'lemma': u'do'}, {'index': 5, 'begin': 13, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 5, 'begin': 17, 'pos': u'VERB', 'label': u'ROOT', 'content': u'guarantee', 'lemma': u'guarantee'}, {'index': 11, 'begin': 27, 'pos': u'ADP', 'label': u'MARK', 'content': u'that', 'lemma': u'that'}, {'index': 8, 'begin': 32, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'whoever', 'lemma': u'whoever'}, {'index': 11, 'begin': 40, 'pos': u'VERB', 'label': u'CSUBJ', 'content': u'framed', 'lemma': u'frame'}, {'index': 8, 'begin': 47, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'him', 'lemma': u'him', 'char': ['Tony']}, {'index': 11, 'begin': 51, 'pos': u'VERB', 'label': u'AUX', 'content': u'would', 'lemma': u'would'}, {'index': 5, 'begin': 57, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'get', 'lemma': u'get'}, {'index': 11, 'begin': 61, 'pos': u'PRON', 'label': u'IOBJ', 'content': u'him', 'lemma': u'him', 'char': ['Tony']}, {'index': 14, 'begin': 65, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 11, 'begin': 67, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'guarantees', 'lemma': u'guarantee'}, {'index': 17, 'begin': 78, 'pos': u'DET', 'label': u'DOBJ', 'content': u'that', 'lemma': u'that'}, {'index': 17, 'begin': 83, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we', 'char': ['Sharon', 'Steve', 'Zemo']}, {'index': 14, 'begin': 86, 'pos': u'VERB', 'label': u'RCMOD', 'content': u'would', 'lemma': u'would'}, {'index': 5, 'begin': 91, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",3,-0.21,Steve,Steve,"['Sharon' 'Everett Ross' 'Man' 'Zemo' 'STATUS' 'MESSAGE INBOX' 'Zemo'
 'Bucky' 'Zemo' 'Steve' 'Sharon' 'Steve' 'Sam' 'Steve' 'Sharon' 'Steve'
 'Sharon' 'Steve' 'Delivery Man' 'Man' 'Delivery Man']"
348,Steve,Yeah.,"[{'content': u'Yeah.', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}",[],"[{'index': 0, 'begin': 0, 'pos': u'X', 'label': u'ROOT', 'content': u'Yeah', 'lemma': u'Yeah'}, {'index': 0, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,0.04,Sharon,Zemo,"['Tony' 'Sharon' 'Everett Ross' 'Man' 'Zemo' 'STATUS' 'MESSAGE INBOX'
 'Zemo' 'Bucky' 'Zemo' 'Steve' 'Sharon' 'Steve' 'Sam' 'Steve' 'Sharon'
 'Steve' 'Sharon' 'Steve' 'Delivery Man' 'Man']"
349,Zemo,"Tell me Bucky. You've seen a great deal, haven't you?","[{'content': u'Tell me Bucky.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u""You've seen a great deal, haven't you?"", 'begin': 15, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.4}","[{'type': u'PERSON', 'meta': {u'mid': u'/m/058n_m', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Bucky'}, 'salience': 0.6174668, 'name': u'Bucky', 'mentions': [u'Bucky']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.38253322, 'name': u'deal', 'mentions': [u'deal']}, {'mentions': [u'me'], 'type': 'PERSON', 'name': 'Zemo'}, {'mentions': [u'You', u'you'], 'type': 'PERSON', 'name': 'Steve'}]","[{'index': 0, 'begin': 0, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Tell', 'lemma': u'Tell'}, {'index': 0, 'begin': 5, 'pos': u'PRON', 'label': u'IOBJ', 'content': u'me', 'lemma': u'me', 'char': ['Zemo']}, {'index': 0, 'begin': 8, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Bucky', 'lemma': u'Bucky'}, {'index': 0, 'begin': 13, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 6, 'begin': 15, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['Steve']}, {'index': 6, 'begin': 18, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ve"", 'lemma': u'have'}, {'index': 6, 'begin': 22, 'pos': u'VERB', 'label': u'ROOT', 'content': u'seen', 'lemma': u'see'}, {'index': 9, 'begin': 27, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 9, 'begin': 29, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'great', 'lemma': u'great'}, {'index': 6, 'begin': 35, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'deal', 'lemma': u'deal'}, {'index': 6, 'begin': 39, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 6, 'begin': 41, 'pos': u'VERB', 'label': u'DEP', 'content': u'have', 'lemma': u'have'}, {'index': 11, 'begin': 45, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 11, 'begin': 49, 'pos': u'PRON', 'label': u'DEP', 'content': u'you', 'lemma': u'you', 'char': ['Steve']}, {'index': 6, 'begin': 52, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",3,0.08,Steve,Bucky,"['FRIDAY' 'Tony' 'Sharon' 'Everett Ross' 'Man' 'Zemo' 'STATUS'
 'MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo' 'Steve' 'Sharon' 'Steve' 'Sam'
 'Steve' 'Sharon' 'Steve' 'Sharon' 'Steve' 'Delivery Man']"
350,Bucky,I don't want to talk about it.,"[{'content': u""I don't want to talk about it."", 'begin': 0, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.2}","[{'mentions': [u'I'], 'type': 'PERSON', 'name': 'Bucky'}]","[{'index': 3, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Bucky']}, {'index': 3, 'begin': 2, 'pos': u'VERB', 'label': u'AUX', 'content': u'do', 'lemma': u'do'}, {'index': 3, 'begin': 4, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 3, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'want', 'lemma': u'want'}, {'index': 5, 'begin': 13, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 3, 'begin': 16, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'talk', 'lemma': u'talk'}, {'index': 5, 'begin': 21, 'pos': u'ADP', 'label': u'PREP', 'content': u'about', 'lemma': u'about'}, {'index': 6, 'begin': 27, 'pos': u'PRON', 'label': u'POBJ', 'content': u'it', 'lemma': u'it'}, {'index': 3, 'begin': 29, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,-0.04,Zemo,Zemo,"['Bucky' 'FRIDAY' 'Tony' 'Sharon' 'Everett Ross' 'Man' 'Zemo' 'STATUS'
 'MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo' 'Steve' 'Sharon' 'Steve' 'Sam'
 'Steve' 'Sharon' 'Steve' 'Sharon' 'Steve']"
351,Zemo,"You feel that... if you open your mouth, the horrors might never stop. Don't worry.","[{'content': u'You feel that... if you open your mouth, the horrors might never stop.', 'begin': 0, 'score': 0.3, 'magnitude': 0.3}, {'content': u""Don't worry."", 'begin': 71, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.2, 'magnitude': 0.4}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.5817112, 'name': u'mouth', 'mentions': [u'mouth']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.41828886, 'name': u'horrors', 'mentions': [u'horrors']}, {'mentions': [u'You', u'you', u'your'], 'type': 'PERSON', 'name': 'MESSAGE INBOX'}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You', 'char': ['MESSAGE INBOX']}, {'index': 1, 'begin': 4, 'pos': u'VERB', 'label': u'ROOT', 'content': u'feel', 'lemma': u'feel'}, {'index': 1, 'begin': 9, 'pos': u'DET', 'label': u'DOBJ', 'content': u'that', 'lemma': u'that'}, {'index': 1, 'begin': 13, 'pos': u'PUNCT', 'label': u'P', 'content': u'...', 'lemma': u'...'}, {'index': 6, 'begin': 17, 'pos': u'ADP', 'label': u'MARK', 'content': u'if', 'lemma': u'if'}, {'index': 6, 'begin': 20, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['MESSAGE INBOX']}, {'index': 14, 'begin': 24, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'open', 'lemma': u'open'}, {'index': 8, 'begin': 29, 'pos': u'PRON', 'label': u'POSS', 'content': u'your', 'lemma': u'your', 'char': ['MESSAGE INBOX']}, {'index': 6, 'begin': 34, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'mouth', 'lemma': u'mouth'}, {'index': 14, 'begin': 39, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 11, 'begin': 41, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 14, 'begin': 45, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'horrors', 'lemma': u'horror'}, {'index': 14, 'begin': 53, 'pos': u'VERB', 'label': u'AUX', 'content': u'might', 'lemma': u'may'}, {'index': 14, 'begin': 59, 'pos': u'ADV', 'label': u'NEG', 'content': u'never', 'lemma': u'never'}, {'index': 1, 'begin': 65, 'pos': u'VERB', 'label': u'PARATAXIS', 'content': u'stop', 'lemma': u'stop'}, {'index': 1, 'begin': 69, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 18, 'begin': 71, 'pos': u'VERB', 'label': u'AUX', 'content': u'Do', 'lemma': u'Do'}, {'index': 18, 'begin': 73, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 18, 'begin': 77, 'pos': u'VERB', 'label': u'ROOT', 'content': u'worry', 'lemma': u'worry'}, {'index': 18, 'begin': 82, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",3,0.08,Bucky,MESSAGE INBOX,"['Zemo' 'Bucky' 'FRIDAY' 'Tony' 'Sharon' 'Everett Ross' 'Man' 'Zemo'
 'STATUS' 'MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo' 'Steve' 'Sharon' 'Steve'
 'Sam' 'Steve' 'Sharon' 'Steve' 'Sharon']"
352,MESSAGE INBOX,1,"[{'content': u'1', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}",[],"[{'index': 0, 'begin': 0, 'pos': u'PUNCT', 'label': u'ROOT', 'content': u'1', 'lemma': u'1'}]",0,0.01,Zemo,STATUS,"['Bucky' 'Zemo' 'Bucky' 'FRIDAY' 'Tony' 'Sharon' 'Everett Ross' 'Man'
 'Zemo' 'STATUS' 'MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo' 'Steve' 'Sharon'
 'Steve' 'Sam' 'Steve' 'Sharon' 'Steve']"
353,STATUS,PACKAGE DELIVERED,"[{'content': u'PACKAGE DELIVERED', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'type': u'OTHER', 'meta': {}, 'salience': 1, 'name': u'PACKAGE', 'mentions': [u'PACKAGE']}]","[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'PACKAGE', 'lemma': u'PACKAGE'}, {'index': 1, 'begin': 8, 'pos': u'VERB', 'label': u'ROOT', 'content': u'DELIVERED', 'lemma': u'deliver'}]",0,0.04,MESSAGE INBOX,Zemo,"['Zemo' 'Bucky' 'Zemo' 'Bucky' 'FRIDAY' 'Tony' 'Sharon' 'Everett Ross'
 'Man' 'Zemo' 'STATUS' 'MESSAGE INBOX' 'Zemo' 'Bucky' 'Zemo' 'Steve'
 'Sharon' 'Steve' 'Sam' 'Steve' 'Sharon']"
